Name,Type,Compatibility,OAI-PMH,website
"Revista Eureka sobre Enseñanza y Divulgación de las Ciencias",Journal,collected from a compatible aggregator,,http://reuredc.uca.es
"connexions : international professional communication journal",Journal,collected from a compatible aggregator,,http://connexionsjournal.org
"Oxidative Medicine and Cellular Longevity",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/omcl/
"Tecnología en Marcha",Journal,collected from a compatible aggregator,,http://revistas.tec.ac.cr/tec_marcha
"Epigenetics &amp; Chromatin",Journal,collected from a compatible aggregator,,http://www.epigeneticsandchromatin.com/
"Revista Ceres",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php?script=sci_serial&amp;pid=0034-737X&amp;lng=en&amp;nrm=iso
"Perifèria: Revista de Recerca i Formació en Antropologia",Journal,collected from a compatible aggregator,,http://revistes.uab.cat/periferia
"Case Reports in Urology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/criu/
"Acta Paedagogica Vilnensia",Journal,collected from a compatible aggregator,,http://www.journals.vu.lt/acta-paedagogica-vilnensia
"Novye Issledovaniâ Tuvy",Journal,collected from a compatible aggregator,,https://nit.tuva.asia
"Estudios Irlandeses",Journal,collected from a compatible aggregator,,http://www.estudiosirlandeses.org/
"Revista Diálogo Educacional",Journal,collected from a compatible aggregator,,https://periodicos.pucpr.br/index.php/dialogoeducacional
"Trans-pasando Fronteras",Journal,collected from a compatible aggregator,,http://www.icesi.edu.co/revista_transpasando_fronteras
"Revista de Historia Moderna",Journal,collected from a compatible aggregator,,https://revistahistoriamoderna.ua.es/
"Apuntes Contables",Journal,collected from a compatible aggregator,,https://revistas.uexternado.edu.co/index.php/contad
"Results in Physics",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/results-in-physics/
"Caletroscópio",Journal,collected from a compatible aggregator,,http://www.ichs2.ufop.br/caletroscopio/revista/index.php/caletroscopio
"Cauriensia",Journal,collected from a compatible aggregator,,http://cauriensia.es/index.php/cauriensia/index
"Aquichan",Journal,collected from a compatible aggregator,,http://aquichan.unisabana.edu.co/index.php/aquichan/index
"Electronic Journal of Information Technology",Journal,collected from a compatible aggregator,,http://www.revue-eti.net
"Estudios Paraguayos",Journal,collected from a compatible aggregator,,http://epy.dreamhosters.com/index.php/RESPY/index
"IRJE (Indonesian Research Journal in Education)",Journal,collected from a compatible aggregator,,https://online-journal.unja.ac.id/index.php/irje/index
"Asian Pacific Journal of Cancer Biology",Journal,collected from a compatible aggregator,,http://apjcb.waocp.com
"International Journal of Technology and Research",Journal,collected from a compatible aggregator,,http://techpublications.org/index.php/IJTNR
"Multidisciplinary Journal for Education, Social and Technological Sciences",Journal,collected from a compatible aggregator,,http://polipapers.upv.es/index.php/MUSE/index
"Hospital Practices and Research",Journal,collected from a compatible aggregator,,http://jhpr.ir/
"Recherches en didactique des langues et des cultures",Journal,collected from a compatible aggregator,,http://rdlc.revues.org
"Orbis Scholae",Journal,collected from a compatible aggregator,,https://karolinum.cz/casopis/orbis-scholae
"Research Letters in Physical Chemistry",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/rlpc/
"Cambio",Journal,collected from a compatible aggregator,,http://www.fupress.net/index.php/cambio/index
"Bankarstvo",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=1451-4354&amp;lang=en
"Methis: Studia Humaniora Estonica",Journal,collected from a compatible aggregator,,http://www.methis.ee
"International Journal of Business Administration and Management Research",Journal,collected from a compatible aggregator,,http://researchplusjournals.com/index.php/IJBAMR
"Revista de Enfermagem da Universidade Federal de Santa Maria",Journal,collected from a compatible aggregator,,http://cascavel.ufsm.br/revistas/ojs-2.2.2/index.php/reufsm
"Fossil Record",Journal,collected from a compatible aggregator,,http://www.fossil-record.net/
"Textos y Contextos desde el Sur",Journal,collected from a compatible aggregator,,http://www.revistas.unp.edu.ar/index.php/textosycontextos/index
"SPAFA Journal",Journal,collected from a compatible aggregator,,http://www.spafajournal.org/index.php/spafajournal
"Journal of Optimization, Differential Equations and Their Applications",Journal,collected from a compatible aggregator,,https://model-dnu.dp.ua
"Ogigia",Journal,collected from a compatible aggregator,,https://revistas.uva.es/index.php/ogigia
"NeuroImage: Clinical",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/neuroimage-clinical/
"Contemporary Agriculture",Journal,collected from a compatible aggregator,,https://www.degruyter.com/view/j/contagri
"Advances in Electronics",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/aelc/
"Antiviral Chemistry &amp; Chemotherapy",Journal,collected from a compatible aggregator,,http://journals.sagepub.com/home/avc
"Scientific Journal of Review",Journal,collected from a compatible aggregator,,http://www.sjournals.com/index.php/SJR
"Stem Cell Research &amp; Therapy",Journal,collected from a compatible aggregator,,http://www.stemcellres.com/
"Educar em Revista",Journal,collected from a compatible aggregator,,http://ojs.c3sl.ufpr.br/ojs2/index.php/educar/issue/view/2010
"Resonancias: Revista de Filosofía",Journal,collected from a compatible aggregator,,https://resonancias.uchile.cl/
"Journal of Economics and Financial Analysis",Journal,collected from a compatible aggregator,,http://ojs.tripaledu.com/jefa
"المجلة العراقية لهندسة العمارة والتخطيط",Journal,collected from a compatible aggregator,,http://www.iqjap.org/index.php/iqjap/index
"Cirugía Cardiovascular",Journal,collected from a compatible aggregator,,https://www.journals.elsevier.com/cirugia-cardiovascular
"Sport Mont",Journal,collected from a compatible aggregator,,http://www.sportmont.ucg.ac.me/
"Godišnjak Fakulteta bezbednosti",Journal,collected from a compatible aggregator,,https://scindeks.ceon.rs/journaldetails.aspx?issn=1821-150X&amp;lang=en
"Jornal Interdisciplinar de Biociências",Journal,collected from a compatible aggregator,,http://www.ojs.ufpi.br/index.php/jibi
"Rect@",Journal,collected from a compatible aggregator,,http://www.revistarecta.com/
"Science of Sintering",Journal,collected from a compatible aggregator,,http://www.doiserbia.nb.rs/journal.aspx?issn=0350-820X
"Ain Shams Engineering Journal",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/ain-shams-engineering-journal/
"Revista de Estudios Internacionales Mediterráneos",Journal,collected from a compatible aggregator,,https://revistas.uam.es/index.php/reim/index
"Practice and Theory in Systems of Education",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/ptse
"Electronic Journal of Qualitative Theory of Differential Equations",Journal,collected from a compatible aggregator,,http://www.math.u-szeged.hu/ejqtde/
"Journal of Translational Medicine",Journal,collected from a compatible aggregator,,http://www.translational-medicine.com/
"Sustainable Buildings",Journal,collected from a compatible aggregator,,http://www.sustainable-buildings-journal.org
"Dialogues in Philosophy, Mental and Neuro Sciences",Journal,collected from a compatible aggregator,,http://www.crossingdialogues.com/journal.htm
"Opuntia Brava",Journal,collected from a compatible aggregator,,http://opuntiabrava.ult.edu.cu
"Филологический класс",Journal,collected from a compatible aggregator,,https://filclass.ru/en/
"D-Lib Magazine",Journal,OpenAIRE Basic (DRIVER OA),,http://www.dlib.org/
"Journal of Epidemiology",Journal,collected from a compatible aggregator,,http://jeaweb.jp/english/journal/index.html
"Revista Eletrônica Ludus Scientiae",Journal,collected from a compatible aggregator,,https://revistas.unila.edu.br/relus
"Journal of Communications Software and Systems",Journal,collected from a compatible aggregator,,http://jcomss.fesb.unist.hr/
"BMC Palliative Care",Journal,collected from a compatible aggregator,,http://bmcpalliatcare.biomedcentral.com
"Jurnal Pendidikan IPA Indonesia",Journal,collected from a compatible aggregator,,http://journal.unnes.ac.id/nju/index.php/jpii
"Retos: Revista de Ciencias de la Administración y Economía",Journal,collected from a compatible aggregator,,http://revistas.ups.edu.ec/index.php/retos
"Korean Journal of Transplantation",Journal,collected from a compatible aggregator,,http://www.ekjt.org
"Revista Jurídica da Ufersa",Journal,collected from a compatible aggregator,,https://periodicos.ufersa.edu.br/index.php/rejur
"Química Nova",Journal,collected from a compatible aggregator,,http://www.scielo.br/scielo.php/script_sci_serial/pid_0100-4042/lng_en/nrm_iso
"Open Journal of Internet of Things",Journal,collected from a compatible aggregator,,https://www.ronpub.com/OJIOT
"Studia Universitatis Vasile Goldis: Seria Stiintele Vietii",Journal,collected from a compatible aggregator,,http://www.studiauniversitatis.ro
"Revista de estudios teóricos y epistemológicos en política educativa",Journal,collected from a compatible aggregator,,http://www.relepe.org/index.php/relepe-en-revista
"Swiss Journal of Economics and Statistics",Journal,collected from a compatible aggregator,,https://sjes.springeropen.com/
"Patologiâ Krovoobrašeniâ i Kardiohirurgiâ",Journal,collected from a compatible aggregator,,http://journalmeshalkin.ru/index.php/heartjournal/index
"International Journal of Conflict and Violence",Journal,collected from a compatible aggregator,,http://www.ijcv.org
"The Egyptian Journal of Radiology and Nuclear Medicine",Journal,collected from a compatible aggregator,,https://ejrnm.springeropen.com
"Deiksis: Jurnal Pendidikan Bahasa dan Sastra Indonesia",Journal,collected from a compatible aggregator,,http://jurnal.unswagati.ac.id/index.php/Deiksis
"Iranian Journal of Neurology",Journal,collected from a compatible aggregator,,http://ijnl.tums.ac.ir
"Chronotopos",Journal,collected from a compatible aggregator,,https://chronotopos.eu/index.php/cts
"Sibirskij Onkologičeskij Žurnal",Journal,collected from a compatible aggregator,,http://www.siboncoj.ru/jour
"Jurnal Ekonomi Pendidikan dan Kewirausahaan",Journal,collected from a compatible aggregator,,https://journal.unesa.ac.id/index.php/jepk
"ISRN Mathematical Analysis",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/isrn.mathematical.analysis/
"Zbornik Radova Filozofskog Fakulteta u Prištini",Journal,collected from a compatible aggregator,,http://scindeks.ceon.rs/journalDetails.aspx?issn=0354-3293&amp;lang=en
"Jurnal Riset Ekonomi dan Bisnis",Journal,collected from a compatible aggregator,,http://journals.usm.ac.id/index.php/jreb
"ISRN Physiology",Journal,collected from a compatible aggregator,,https://www.hindawi.com/journals/isrn.physiology/
"Publisia (Jurnal Ilmu Administrasi Publik)",Journal,collected from a compatible aggregator,,http://jurnal.unmer.ac.id/index.php/jkpp/index
"Carnets de Géographes",Journal,collected from a compatible aggregator,,http://cdg.revues.org
"Complex Metals: An Open Access Journal",Journal,collected from a compatible aggregator,,http://www.tandfonline.com/TCME
"Harmonia: Journal of Arts Research and Education",Journal,collected from a compatible aggregator,,http://journal.unnes.ac.id/nju/index.php/harmonia
"St. Petersburg Polytechnic University Journal: Physics and Mathematics",Journal,collected from a compatible aggregator,,http://www.journals.elsevier.com/st-petersburg-polytechnic-university-journal-physics-and-mathematics/
"Membranes",Journal,collected from a compatible aggregator,,http://www.mdpi.com/journal/membranes/
"Acta Universitatis Sapientiae: Philologica",Journal,collected from a compatible aggregator,,http://www.degruyter.com/view/j/ausp
"Interdisciplinary Description of Complex Systems",Journal,collected from a compatible aggregator,,http://indecs.eu/
"Indian Journal of Pharmacology",Journal,collected from a compatible aggregator,,http://www.ijp-online.com/
"Seloka: Jurnal Pendidikan Bahasa dan Sastra Indonesia",Journal,collected from a compatible aggregator,,http://journal.unnes.ac.id/sju/index.php/seloka
